"solution_name","connector_id","table_name"
"Keeper Security","",""
"Keeper Security","KeeperSecurityPush2","KeeperSecurityEventNewLogs_CL"
"Lastpass Enterprise Activity Monitoring","",""
"Lastpass Enterprise Activity Monitoring","LastPass_Polling","LastPassNativePoller_CL"
"Legacy IOC based Threat Protection","",""
"Lookout","",""
"Lookout","LookoutAPI","Lookout_CL"
"Lookout","LookoutStreaming_Definition","LookoutMtdV2_CL"
"Lookout Cloud Security Platform for Microsoft Sentinel","",""
"Lookout Cloud Security Platform for Microsoft Sentinel","LookoutCloudSecurityDataConnector","LookoutCloudSecurity_CL"
"Lumen Defender Threat Feed","",""
"Lumen Defender Threat Feed","LumenThreatFeedConnector","ThreatIntelIndicators"
"MISP2Sentinel","",""
"MISP2Sentinel","MISP2SentinelConnector","ThreatIntelligenceIndicator"
"MailGuard 365","",""
"MailGuard 365","MailGuard365","MailGuard365_Threats_CL"
"MailRisk","",""
"MailRisk","SecurePracticeMailRiskConnector","MailRiskEventEmails_CL"
"Malware Protection Essentials","",""
"MarkLogicAudit","",""
"MarkLogicAudit","MarkLogic","MarkLogicAudit_CL"
"MaturityModelForEventLogManagementM2131","",""
"McAfee Network Security Platform","",""
"McAfee Network Security Platform","McAfeeNSP","Syslog"
"McAfee ePolicy Orchestrator","",""
"McAfee ePolicy Orchestrator","McAfeeePO","Syslog"
"Microsoft 365","",""
"Microsoft 365","Office365","OfficeActivity"
"Microsoft 365 Assets","",""
"Microsoft 365 Assets","M365Assets",""
"Microsoft Business Applications","",""
"Microsoft Business Applications","Dynamics365Finance","FinanceOperationsActivity_CL"
"Microsoft Copilot","",""
"Microsoft Copilot","MicrosoftCopilot","CopilotActivity"
"Microsoft Defender Threat Intelligence","",""
"Microsoft Defender XDR","",""
"Microsoft Defender XDR","MicrosoftThreatProtection","AlertEvidence"
"Microsoft Defender XDR","MicrosoftThreatProtection","CloudAppEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","DeviceEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","DeviceFileCertificateInfo"
"Microsoft Defender XDR","MicrosoftThreatProtection","DeviceFileEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","DeviceImageLoadEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","DeviceInfo"
"Microsoft Defender XDR","MicrosoftThreatProtection","DeviceLogonEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","DeviceNetworkEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","DeviceNetworkInfo"
"Microsoft Defender XDR","MicrosoftThreatProtection","DeviceProcessEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","DeviceRegistryEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","EmailAttachmentInfo"
"Microsoft Defender XDR","MicrosoftThreatProtection","EmailEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","EmailPostDeliveryEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","EmailUrlInfo"
"Microsoft Defender XDR","MicrosoftThreatProtection","IdentityDirectoryEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","IdentityLogonEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","IdentityQueryEvents"
"Microsoft Defender XDR","MicrosoftThreatProtection","SecurityAlert"
"Microsoft Defender XDR","MicrosoftThreatProtection","SecurityIncident"
"Microsoft Defender XDR","MicrosoftThreatProtection","UrlClickEvents"
"Microsoft Defender for Cloud","",""
"Microsoft Defender for Cloud","AzureSecurityCenter","SecurityAlert"
"Microsoft Defender for Cloud","MicrosoftDefenderForCloudTenantBased","SecurityAlert"
"Microsoft Defender for Cloud Apps","",""
"Microsoft Defender for Cloud Apps","MicrosoftCloudAppSecurity","McasShadowItReporting"
"Microsoft Defender for Cloud Apps","MicrosoftCloudAppSecurity","SecurityAlert"
"Microsoft Defender for Identity","",""
"Microsoft Defender for Identity","AzureAdvancedThreatProtection","SecurityAlert"
"Microsoft Defender for Office 365","",""
"Microsoft Defender for Office 365","OfficeATP","SecurityAlert"
"Microsoft Entra ID","",""
"Microsoft Entra ID","AzureActiveDirectory","AADManagedIdentitySignInLogs"
"Microsoft Entra ID","AzureActiveDirectory","AADNonInteractiveUserSignInLogs"
"Microsoft Entra ID","AzureActiveDirectory","AADProvisioningLogs"
"Microsoft Entra ID","AzureActiveDirectory","AADRiskyServicePrincipals"
"Microsoft Entra ID","AzureActiveDirectory","AADRiskyUsers"
"Microsoft Entra ID","AzureActiveDirectory","AADServicePrincipalRiskEvents"
"Microsoft Entra ID","AzureActiveDirectory","AADServicePrincipalSignInLogs"
"Microsoft Entra ID","AzureActiveDirectory","AADUserRiskEvents"
"Microsoft Entra ID","AzureActiveDirectory","ADFSSignInLogs"
"Microsoft Entra ID","AzureActiveDirectory","AuditLogs"
"Microsoft Entra ID","AzureActiveDirectory","NetworkAccessTraffic"
"Microsoft Entra ID","AzureActiveDirectory","SignInLogs"
"Microsoft Entra ID","AzureActiveDirectory","SigninLogs"
"Microsoft Entra ID Assets","",""
"Microsoft Entra ID Assets","EntraIDAssets",""
"Microsoft Entra ID Protection","",""
"Microsoft Entra ID Protection","AzureActiveDirectoryIdentityProtection","SecurityAlert"
"Microsoft Exchange Security - Exchange On-Premises","",""
"Microsoft Exchange Security - Exchange On-Premises","ESI-ExchangeAdminAuditLogEvents","Event"
"Microsoft Exchange Security - Exchange On-Premises","ESI-ExchangeAdminAuditLogEvents","ExchangeHttpProxy_CL"
"Microsoft Exchange Security - Exchange On-Premises","ESI-ExchangeAdminAuditLogEvents","MessageTrackingLog_CL"
"Microsoft Exchange Security - Exchange On-Premises","ESI-ExchangeAdminAuditLogEvents","SecurityEvent"
"Microsoft Exchange Security - Exchange On-Premises","ESI-ExchangeAdminAuditLogEvents","W3CIISLog"
"Microsoft Exchange Security - Exchange On-Premises","ESI-ExchangeOnPremisesCollector","ESIExchangeConfig_CL"
"Microsoft Exchange Security - Exchange On-Premises","ESI-Opt1ExchangeAdminAuditLogsByEventLogs","Event"
"Microsoft Exchange Security - Exchange On-Premises","ESI-Opt2ExchangeServersEventLogs","Event"
"Microsoft Exchange Security - Exchange On-Premises","ESI-Opt34DomainControllersSecurityEventLogs","SecurityEvent"
"Microsoft Exchange Security - Exchange On-Premises","ESI-Opt5ExchangeIISLogs","W3CIISLog"
"Microsoft Exchange Security - Exchange On-Premises","ESI-Opt6ExchangeMessageTrackingLogs","MessageTrackingLog_CL"
"Microsoft Exchange Security - Exchange On-Premises","ESI-Opt7ExchangeHTTPProxyLogs","ExchangeHttpProxy_CL"
"Microsoft Exchange Security - Exchange Online","",""
"Microsoft Exchange Security - Exchange Online","ESI-ExchangeOnlineCollector","ESIExchangeOnlineConfig_CL"
"Microsoft PowerBI","",""
"Microsoft PowerBI","OfficePowerBI","PowerBIActivity"
"Microsoft Project","",""
"Microsoft Project","Office365Project","ProjectActivity"
"Microsoft Purview","",""
"Microsoft Purview","MicrosoftAzurePurview","PurviewDataSensitivityLogs"
"Microsoft Purview Information Protection","",""
"Microsoft Purview Information Protection","MicrosoftPurviewInformationProtection","MicrosoftPurviewInformationProtection"
"Microsoft Sysmon For Linux","",""
"Microsoft Sysmon For Linux","MicrosoftSysmonForLinux","Syslog"
"Microsoft Windows SQL Server Database Audit","",""
"MicrosoftDefenderForEndpoint","",""
"MicrosoftDefenderForEndpoint","MicrosoftDefenderAdvancedThreatProtection","SecurityAlert"
"MicrosoftPurviewInsiderRiskManagement","",""
"MicrosoftPurviewInsiderRiskManagement","OfficeIRM","SecurityAlert"
"Mimecast","",""
"Mimecast","MimecastATAPI","Awareness_Performance_Details_CL"
"Mimecast","MimecastATAPI","Awareness_SafeScore_Details_CL"
"Mimecast","MimecastATAPI","Awareness_User_Data_CL"
"Mimecast","MimecastATAPI","Awareness_Watchlist_Details_CL"
"Mimecast","MimecastAuditAPI","Audit_CL"
"Mimecast","MimecastCIAPI","Cloud_Integrated_CL"
"Mimecast","MimecastSEGAPI","Seg_Cg_CL"
"Mimecast","MimecastSEGAPI","Seg_Dlp_CL"
"Mimecast","MimecastTTPAPI","Ttp_Attachment_CL"
"Mimecast","MimecastTTPAPI","Ttp_Impersonation_CL"
"Mimecast","MimecastTTPAPI","Ttp_Url_CL"
"MimecastAudit","",""
"MimecastAudit","MimecastAuditAPI","MimecastAudit_CL"
"MimecastSEG","",""
"MimecastSEG","MimecastSIEMAPI","MimecastDLP_CL"
"MimecastSEG","MimecastSIEMAPI","MimecastSIEM_CL"
"MimecastTIRegional","",""
"MimecastTIRegional","MimecastTIRegionalConnectorAzureFunctions","Event"
"MimecastTIRegional","MimecastTIRegionalConnectorAzureFunctions","ThreatIntelligenceIndicator"
"MimecastTTP","",""
"MimecastTTP","MimecastTTPAPI","MimecastTTPAttachment_CL"
"MimecastTTP","MimecastTTPAPI","MimecastTTPImpersonation_CL"
"MimecastTTP","MimecastTTPAPI","MimecastTTPUrl_CL"
"Minemeld","",""
"Miro","",""
"Miro","MiroAuditLogsDataConnector","MiroAuditLogs_CL"
"Miro","MiroContentLogsDataConnector","MiroContentLogs_CL"
"MongoDBAtlas","",""
"MongoDBAtlas","MongoDBAtlasLogsAzureFunctions","MDBALogTable_CL"
"MongoDBAudit","",""
"MongoDBAudit","MongoDB","MongoDBAudit_CL"
"Morphisec","",""
"Morphisec","MorphisecCCF","MorphisecAlerts_CL"
"Mulesoft","",""
"Mulesoft","MuleSoft","MuleSoft_Cloudhub_CL"
"Multi Cloud Attack Coverage Essentials - Resource Abuse","",""
"NC Protect Data Connector","",""
"NC Protect Data Connector","NucleusCyberNCProtect","NCProtectUAL_CL"
"NCSC-NL NDN Cyber Threat Intelligence Sharing","",""
"NGINX HTTP Server","",""
"NGINX HTTP Server","NGINXHTTPServer","NGINX_CL"
"NISTSP80053","",""
"NXLog BSM macOS","",""
"NXLog BSM macOS","NXLogBSMmacOS","BSMmacOS_CL"
"NXLog FIM","",""
"NXLog FIM","NXLogFIM","NXLogFIM_CL"
"NXLog LinuxAudit","",""
"NXLog LinuxAudit","NXLogLinuxAudit","LinuxAudit_CL"
"NXLogAixAudit","",""
"NXLogAixAudit","NXLogAixAudit","AIX_Audit_CL"
"NXLogDNSLogs","",""
"NXLogDNSLogs","NXLogDNSLogs","NXLog_DNS_Server_CL"
"Nasuni","",""
"Nasuni","NasuniEdgeAppliance","Syslog"
"NetClean ProActive","",""
"NetClean ProActive","Netclean_ProActive_Incidents","Netclean_Incidents_CL"
"Netskope","",""
"Netskope","Netskope","Netskope_CL"
"Netskopev2","",""
"Netskopev2","NetskopeAlertsEvents","NetskopeAlerts_CL"
"Netskopev2","NetskopeAlertsEvents","NetskopeEventsApplication_CL"
"Netskopev2","NetskopeAlertsEvents","NetskopeEventsAudit_CL"
"Netskopev2","NetskopeAlertsEvents","NetskopeEventsConnection_CL"
"Netskopev2","NetskopeAlertsEvents","NetskopeEventsDLP_CL"
"Netskopev2","NetskopeAlertsEvents","NetskopeEventsEndpoint_CL"
"Netskopev2","NetskopeAlertsEvents","NetskopeEventsInfrastructure_CL"
"Netskopev2","NetskopeAlertsEvents","NetskopeEventsNetwork_CL"
"Netskopev2","NetskopeAlertsEvents","NetskopeEventsPage_CL"
"Netskopev2","NetskopeDataConnector","Netskope_WebTx_metrics_CL"
"Netskopev2","NetskopeDataConnector","alertscompromisedcredentialdata_CL"
"Netskopev2","NetskopeDataConnector","alertsctepdata_CL"
"Netskopev2","NetskopeDataConnector","alertsdlpdata_CL"
"Netskopev2","NetskopeDataConnector","alertsmalsitedata_CL"
"Netskopev2","NetskopeDataConnector","alertsmalwaredata_CL"
"Netskopev2","NetskopeDataConnector","alertspolicydata_CL"
"Netskopev2","NetskopeDataConnector","alertsquarantinedata_CL"
"Netskopev2","NetskopeDataConnector","alertsremediationdata_CL"
"Netskopev2","NetskopeDataConnector","alertssecurityassessmentdata_CL"
"Netskopev2","NetskopeDataConnector","alertsubadata_CL"
"Netskopev2","NetskopeDataConnector","eventsapplicationdata_CL"
"Netskopev2","NetskopeDataConnector","eventsauditdata_CL"
"Netskopev2","NetskopeDataConnector","eventsconnectiondata_CL"
"Netskopev2","NetskopeDataConnector","eventsincidentdata_CL"
"Netskopev2","NetskopeDataConnector","eventsnetworkdata_CL"
"Netskopev2","NetskopeDataConnector","eventspagedata_CL"
"Netskopev2","NetskopeWebTransactionsDataConnector","NetskopeWebtxData_CL"
"Netskopev2","NetskopeWebTransactionsDataConnector","NetskopeWebtxErrors_CL"
"Network Session Essentials","",""
"Network Threat Protection Essentials","",""
"Netwrix Auditor","",""
"Netwrix Auditor","Netwrix","CommonSecurityLog"
"Netwrix Auditor","NetwrixAma","CommonSecurityLog"
"Neustar IP GeoPoint","",""
"Noname API Security Solution for Microsoft Sentinel","",""
"Noname API Security Solution for Microsoft Sentinel","NonameSecurityMicrosoftSentinel","NonameAPISecurityAlert_CL"
"NordPass","",""
"NordPass","NordPass","NordPassEventLogs_CL"
"NozomiNetworks","",""
"NozomiNetworks","NozomiNetworksN2OS","CommonSecurityLog"
"NozomiNetworks","NozomiNetworksN2OSAma","CommonSecurityLog"
"OSSEC","",""
"OSSEC","OSSEC","CommonSecurityLog"
"OSSEC","OSSECAma","CommonSecurityLog"
"Obsidian Datasharing","",""
"Obsidian Datasharing","ObsidianDatasharing","ObsidianActivity_CL"
"Obsidian Datasharing","ObsidianDatasharing","ObsidianThreat_CL"
"Okta Single Sign-On","",""
"Okta Single Sign-On","OktaSSO","Okta_CL"
"Okta Single Sign-On","OktaSSO_Polling","OktaNativePoller_CL"
"Okta Single Sign-On","OktaSSOv2","OktaV2_CL"
"Okta Single Sign-On","OktaSSOv2","Okta_CL"
"Okta Single Sign-On","OktaSingleSignOn(usingAzureFunctions)","OktaV2_CL"
"Okta Single Sign-On","OktaSingleSignOn(usingAzureFunctions)","Okta_CL"
"Onapsis Defend","",""
"Onapsis Defend","Onapsis","Onapsis_Defend_CL"
"Onapsis Defend","Onapsis","ABAPAuditLog"
"Onapsis Platform","",""
"Onapsis Platform","OnapsisPlatform","CommonSecurityLog"
"OneIdentity","",""
"OneIdentity","OneIdentity","CommonSecurityLog"
"OneLoginIAM","",""
"OneLoginIAM","OneLogin","OneLoginEventsV2_CL"
"OneLoginIAM","OneLogin","OneLoginUsersV2_CL"
"OneLoginIAM","OneLogin","OneLogin_CL"
"OneLoginIAM","OneLoginIAMLogsCCPDefinition","OneLoginEventsV2_CL"
"OneLoginIAM","OneLoginIAMLogsCCPDefinition","OneLoginUsersV2_CL"
"OneTrust","",""
"OneTrust","OnetrustPush","OneTrustMetadataV3_CL"
"Open Systems","",""
"Open Systems","OpenSystems","OpenSystemsAuthenticationLogs_CL"
"Open Systems","OpenSystems","OpenSystemsFirewallLogs_CL"
"Open Systems","OpenSystems","OpenSystemsProxyLogs_CL"
"Open Systems","OpenSystems","OpenSystemsZtnaLogs_CL"
"OpenCTI","",""
"OpenVPN","",""
"OpenVPN","OpenVPN","Syslog"
"Oracle Cloud Infrastructure","",""
"Oracle Cloud Infrastructure","OCI-Connector-CCP-Definition","OCI_LogsV2_CL"
"Oracle Cloud Infrastructure","OracleCloudInfrastructureLogsConnector","OCI_Logs_CL"
"OracleDatabaseAudit","",""
"OracleDatabaseAudit","OracleDatabaseAudit","Syslog"
"OracleWebLogicServer","",""
"OracleWebLogicServer","OracleWebLogicServer","OracleWebLogicServer_CL"
"Orca Security Alerts","",""
"Orca Security Alerts","OrcaSecurityAlerts","OrcaAlerts_CL"
"PCI DSS Compliance","",""
"PDNS Block Data Connector","",""
"PDNS Block Data Connector","PDNSBlockDataConnector","PDNSBlockData_CL"
"Palo Alto - XDR (Cortex)","",""
"Palo Alto - XDR (Cortex)","PaloAltoNetworksCortex","CommonSecurityLog"
"Palo Alto Cortex XDR CCP","",""
"Palo Alto Cortex XDR CCP","CortexXDRDataConnector","PaloAltoCortexXDR_Alerts_CL"
"Palo Alto Cortex XDR CCP","CortexXDRDataConnector","PaloAltoCortexXDR_Audit_Agent_CL"
"Palo Alto Cortex XDR CCP","CortexXDRDataConnector","PaloAltoCortexXDR_Audit_Management_CL"
"Palo Alto Cortex XDR CCP","CortexXDRDataConnector","PaloAltoCortexXDR_Endpoints_CL"
"Palo Alto Cortex XDR CCP","CortexXDRDataConnector","PaloAltoCortexXDR_Incidents_CL"
"Palo Alto Cortex Xpanse CCF","",""
"Palo Alto Cortex Xpanse CCF","PaloAltoExpanseCCPDefinition","CortexXpanseAlerts_CL"
"Palo Alto Prisma Cloud CWPP","",""
"Palo Alto Prisma Cloud CWPP","PaloAltoPrismaCloudCWPP","PrismaCloudCompute_CL"
"Palo Alto Prisma Cloud CWPP","PrismaCloudComputeNativePoller","PrismaCloudCompute_CL"
"PaloAlto-PAN-OS","",""
"PaloAlto-PAN-OS","PaloAltoNetworks","CommonSecurityLog"
"PaloAlto-PAN-OS","PaloAltoNetworksAma","CommonSecurityLog"
"PaloAltoCDL","",""
"PaloAltoCDL","PaloAltoCDL","CommonSecurityLog"
"PaloAltoCDL","PaloAltoCDLAma","CommonSecurityLog"
"PaloAltoPrismaCloud","",""
"PaloAltoPrismaCloud","PaloAltoPrismaCloud","PaloAltoPrismaCloudAlert_CL"
"PaloAltoPrismaCloud","PaloAltoPrismaCloud","PaloAltoPrismaCloudAudit_CL"
"PaloAltoPrismaCloud","PaloAltoPrismaCloudCSPMCCPDefinition","PaloAltoPrismaCloudAlertV2_CL"
"PaloAltoPrismaCloud","PaloAltoPrismaCloudCSPMCCPDefinition","PaloAltoPrismaCloudAuditV2_CL"
"Pathlock_TDnR","",""
"Pathlock_TDnR","Pathlock_TDnR","ABAPAuditLog"
"Pathlock_TDnR","Pathlock_TDnR","Pathlock_TDnR_CL"
"Perimeter 81","",""
"Perimeter 81","Perimeter81ActivityLogs","Perimeter81_CL"
"Phosphorus","",""
"Phosphorus","Phosphorus_Polling","Phosphorus_CL"
"PingFederate","",""
"PingFederate","PingFederate","CommonSecurityLog"
"PingFederate","PingFederateAma","CommonSecurityLog"
"PingOne","",""
"PingOne","PingOneAuditLogsCCPDefinition","PingOne_AuditActivitiesV2_CL"
"PostgreSQL","",""
"PostgreSQL","PostgreSQL","PostgreSQL_CL"
"Power Platform","",""
"Prancer PenSuiteAI Integration","",""
"Prancer PenSuiteAI Integration","PrancerLogData","prancer_CL"
"ProofPointTap","",""
"ProofPointTap","ProofpointTAP","ProofPointTAPClicksBlocked_CL"
"ProofPointTap","ProofpointTAP","ProofPointTAPClicksPermitted_CL"
"ProofPointTap","ProofpointTAP","ProofPointTAPMessagesBlocked_CL"
"ProofPointTap","ProofpointTAP","ProofPointTAPMessagesDelivered_CL"
"ProofPointTap","ProofpointTAPv2","ProofPointTAPClicksBlockedV2_CL"
"ProofPointTap","ProofpointTAPv2","ProofPointTAPClicksPermittedV2_CL"
"ProofPointTap","ProofpointTAPv2","ProofPointTAPMessagesBlockedV2_CL"
"ProofPointTap","ProofpointTAPv2","ProofPointTAPMessagesDeliveredV2_CL"
"Proofpoint On demand(POD) Email Security","",""
"Proofpoint On demand(POD) Email Security","ProofpointCCPDefinition","ProofpointPODMailLog_CL"
"Proofpoint On demand(POD) Email Security","ProofpointCCPDefinition","ProofpointPODMessage_CL"
"Proofpoint On demand(POD) Email Security","ProofpointPOD","ProofpointPODMailLog_CL"
"Proofpoint On demand(POD) Email Security","ProofpointPOD","ProofpointPODMessage_CL"
"Proofpoint On demand(POD) Email Security","ProofpointPOD","ProofpointPOD_maillog_CL"
"Proofpoint On demand(POD) Email Security","ProofpointPOD","ProofpointPOD_message_CL"
"Proofpoint On demand(POD) Email Security","ProofpointPOD","maillog_CL"
"Proofpoint On demand(POD) Email Security","ProofpointPOD","message_CL"
"Pulse Connect Secure","",""
"Pulse Connect Secure","PulseConnectSecure","ASimSourceType"
"Pulse Connect Secure","PulseConnectSecure","Syslog"
"Pure Storage","",""
"Qualys VM Knowledgebase","",""
"Qualys VM Knowledgebase","QualysKB","QualysKB_CL"
"QualysVM","",""
"QualysVM","QualysVMLogsCCPDefinition","QualysHostDetectionV3_CL"
"QualysVM","QualysVulnerabilityManagement","QualysHostDetectionV2_CL"
"QualysVM","QualysVulnerabilityManagement","QualysHostDetection_CL"
"Quokka","",""
"Quokka","QscoutAppEventsCCFDefinition","QscoutAppEvents_CL"
"RSA SecurID","",""
"RSA SecurID","RSASecurIDAM","ASimSourceType"
"RSA SecurID","RSASecurIDAM","Event"
"RSA SecurID","RSASecurIDAM","IMPORT_BACKUP_PROMOTED_REPLICA"
"RSA SecurID","RSASecurIDAM","IMPORT_DATA_FROM_FILE"
"RSA SecurID","RSASecurIDAM","IMPORT_DB_COMMAND"
"RSA SecurID","RSASecurIDAM","IMPORT_PWD_DICTIONARY"
"RSA SecurID","RSASecurIDAM","IMPORT_SECRETS"
"RSA SecurID","RSASecurIDAM","IMPORT_SOFT_TOKEN_DEVICE_TYPE"
"RSA SecurID","RSASecurIDAM","IMPORT_TOKEN"
"RSA SecurID","RSASecurIDAM","IMPORT_TOKEN_FROM_EXPORTED_DATA"
"RSA SecurID","RSASecurIDAM","IMPORT_USER_FROM_EXPORTED_DATA"
"RSA SecurID","RSASecurIDAM","Import"
"RSA SecurID","RSASecurIDAM","Syslog"
"RSA SecurID","RSASecurIDAM","Update"
"RSA SecurID","RSASecurIDAM","alert"
"RSA SecurID","RSASecurIDAM","event"
"RSA SecurID","RSASecurIDAM","operation"
"RSA SecurID","RSASecurIDAM","update"
"RSA SecurID","RSASecurIDAM","usage"
"RSAIDPlus_AdminLogs_Connector","",""
"RSAIDPlus_AdminLogs_Connector","RSAIDPlus_AdmingLogs_Connector","RSAIDPlus_AdminLogs_CL"
"Radiflow","",""
"Radiflow","RadiflowIsid","CommonSecurityLog"
"Rapid7InsightVM","",""
"Rapid7InsightVM","InsightVMCloudAPI","NexposeInsightVMCloud_assets_CL"
"Rapid7InsightVM","InsightVMCloudAPI","NexposeInsightVMCloud_vulnerabilities_CL"
"Recorded Future","",""
"Recorded Future Identity","",""
"Red Canary","",""
"Red Canary","RedCanaryDataConnector","RedCanaryDetections_CL"
"ReversingLabs","",""
"RidgeSecurity","",""
"RidgeSecurity","RidgeBotDataConnector","CommonSecurityLog"
"RiskIQ","",""
"RubrikSecurityCloud","",""
"RubrikSecurityCloud","RubrikSecurityCloudAzureFunctions","Rubrik_Anomaly_Data_CL"
"RubrikSecurityCloud","RubrikSecurityCloudAzureFunctions","Rubrik_Events_Data_CL"
"RubrikSecurityCloud","RubrikSecurityCloudAzureFunctions","Rubrik_Ransomware_Data_CL"
"RubrikSecurityCloud","RubrikSecurityCloudAzureFunctions","Rubrik_ThreatHunt_Data_CL"
"SAP","",""
"SAP BTP","",""
"SAP BTP","SAPBTPAuditEvents","SAPBTPAuditLog_CL"
"SAP ETD Cloud","",""
"SAP ETD Cloud","SAPETDAlerts","SAPETDAlerts_CL"
"SAP ETD Cloud","SAPETDAlerts","SAPETDInvestigations_CL"
"SAP LogServ","",""
"SAP LogServ","SAPLogServ","SAPLogServ_CL"
"SAP S4 Cloud Public Edition","",""
"SAP S4 Cloud Public Edition","SAPS4PublicAlerts","ABAPAuditLog"
"SIGNL4","",""
"SIGNL4","DerdackSIGNL4","SIGNL4_CL"
"SIGNL4","DerdackSIGNL4","SecurityIncident"
"SINEC Security Guard","",""
"SINEC Security Guard","SSG","SINECSecurityGuard_CL"
"SOC Handbook","",""
"SOC Prime CCF","",""
"SOC Prime CCF","SOCPrimeAuditLogsDataConnector","SOCPrimeAuditLogs_CL"
"SOC-Process-Framework","",""
"SOX IT Compliance","",""
"SailPointIdentityNow","",""
"SailPointIdentityNow","SailPointIdentityNow","SailPointIDN_Events_CL"
"SailPointIdentityNow","SailPointIdentityNow","SailPointIDN_Triggers_CL"
"SalemCyber","",""
"Salesforce Service Cloud","",""
"Salesforce Service Cloud","SalesforceServiceCloud","SalesforceServiceCloudV2_CL"
"Salesforce Service Cloud","SalesforceServiceCloud","SalesforceServiceCloud_CL"
"Salesforce Service Cloud","SalesforceServiceCloudCCPDefinition","SalesforceServiceCloudV2_CL"
"Samsung Knox Asset Intelligence","",""
"Samsung Knox Asset Intelligence","SamsungDCDefinition","Samsung_Knox_Application_CL"
"Samsung Knox Asset Intelligence","SamsungDCDefinition","Samsung_Knox_Audit_CL"
"Samsung Knox Asset Intelligence","SamsungDCDefinition","Samsung_Knox_Network_CL"
"Samsung Knox Asset Intelligence","SamsungDCDefinition","Samsung_Knox_Process_CL"
"Samsung Knox Asset Intelligence","SamsungDCDefinition","Samsung_Knox_System_CL"
"Samsung Knox Asset Intelligence","SamsungDCDefinition","Samsung_Knox_User_CL"
"SecurityBridge App","",""
"SecurityBridge App","SecurityBridge","ABAPAuditLog"
"SecurityBridge App","SecurityBridge","SecurityBridge_CL"
"SecurityBridge App","SecurityBridgeSAP","SecurityBridgeLogs_CL"
"SecurityScorecard Cybersecurity Ratings","",""
"SecurityScorecard Cybersecurity Ratings","SecurityScorecardFactorAzureFunctions","SecurityScorecardFactor_CL"
"SecurityScorecard Cybersecurity Ratings","SecurityScorecardIssueAzureFunctions","SecurityScorecardIssues_CL"
"SecurityScorecard Cybersecurity Ratings","SecurityScorecardRatingsAzureFunctions","SecurityScorecardRatings_CL"
"SecurityThreatEssentialSolution","",""
"Semperis Directory Services Protector","",""
"Semperis Directory Services Protector","SemperisDSP","SecurityEvent"
"SenservaPro","",""
"SenservaPro","SenservaPro","SenservaPro_CL"
"SentinelOne","",""
"SentinelOne","SentinelOne","AlertInfo"
"SentinelOne","SentinelOne","SentinelOneActivities_CL"
"SentinelOne","SentinelOne","SentinelOneAgents_CL"
"SentinelOne","SentinelOne","SentinelOneAlerts_CL"
"SentinelOne","SentinelOne","SentinelOneGroups_CL"
"SentinelOne","SentinelOne","SentinelOneThreats_CL"
"SentinelOne","SentinelOne","SentinelOne_CL"
"SentinelOne","SentinelOneCCP","SentinelOneActivities_CL"
"SentinelOne","SentinelOneCCP","SentinelOneAgents_CL"
"SentinelOne","SentinelOneCCP","SentinelOneAlerts_CL"
"SentinelOne","SentinelOneCCP","SentinelOneGroups_CL"
"SentinelOne","SentinelOneCCP","SentinelOneThreats_CL"
"SentinelSOARessentials","",""
"SeraphicSecurity","",""
"SeraphicSecurity","SeraphicWebSecurity","SeraphicWebSecurity_CL"
"ServiceNow TISC","",""
"Servicenow","",""
"SevcoSecurity","",""
"SevcoSecurity","SevcoDevices","Sevco_Devices_CL"
"ShadowByte Aria","",""
"Shodan","",""
"Silverfort","",""
"Silverfort","SilverfortAma","CommonSecurityLog"
"SlackAudit","",""
"SlackAudit","SlackAudit","SlackAuditNativePoller_CL"
"SlackAudit","SlackAuditAPI","SlackAuditNativePoller_CL"
"SlackAudit","SlackAuditAPI","SlackAuditV2_CL"
"SlackAudit","SlackAuditAPI","SlackAudit_CL"
"SlackAudit","SlackAuditLogsCCPDefinition","SlackAuditV2_CL"
"SlashNext","",""
"SlashNext","SlashNextFunctionApp","AzureDiagnostics"
"SlashNext","SlashNextFunctionApp","AzureMetrics"
"SlashNext SIEM","",""
"Snowflake","",""
"Snowflake","SnowflakeDataConnector","Snowflake_CL"
"Snowflake","SnowflakeLogsCCPDefinition","SnowflakeLoad_CL"
"Snowflake","SnowflakeLogsCCPDefinition","SnowflakeLogin_CL"
"Snowflake","SnowflakeLogsCCPDefinition","SnowflakeMaterializedView_CL"
"Snowflake","SnowflakeLogsCCPDefinition","SnowflakeQuery_CL"
"Snowflake","SnowflakeLogsCCPDefinition","SnowflakeRoleGrant_CL"
"Snowflake","SnowflakeLogsCCPDefinition","SnowflakeRoles_CL"
"Snowflake","SnowflakeLogsCCPDefinition","SnowflakeTableStorageMetrics_CL"
